IssueID,ConversationURL,Label,Model,TokensOfPrompts,TokensOfAnswers,PrimaryLanguage,Dev Sentiment Scores,GPT Sentiment Scores,Dev Sentiment Labels,GPT Sentiment Labels,Dev Sentiment EMA,GPT Sentiment EMA
5ea6c2e2,https://chat.openai.com/share/09f5ea99-0aff-4a55-93d9-3f1b9a7d6a31,Other,GPT-4,2721,5009,Python,"[-0.0001261918296222575, -0.0004387552253319882, -0.001487974172050599, -0.00021659981575794518, -0.0004747606217279099]","[-0.001790569549484644, -0.001790569549484644, -0.0014108178147580475, -0.0012845244054915383, -0.0012845244054915383]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0004950880816236,-0.0014531738421215
5dbe7b73,https://chat.openai.com/share/6afa028c-3cfa-40cf-be9f-bf094178d9eb,Ideation,GPT-3.5,25,1334,JavaScript,"[-0.00032563037530053407, -2.0919847884215415e-05]","[-0.00015445842291228473, -0.00013589393347501755]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001224900236896,-0.0001420820966207
5d5a1432,https://chat.openai.com/share/8c00b422-463b-4cfb-91ad-db7b45936dbc,Refractoring,GPT-3.5,1078,1209,Python,[-0.00025084174558287486],[0.00016381359455408528],['Neutral'],['Neutral'],-0.0002508417455828,0.000163813594554
5cc99b5e,https://chat.openai.com/share/53a0b68f-b8da-4b21-baef-e5f28b0b4270,Troubleshooting,GPT-3.5,15,325,Python,[-0.0031913030761643313],[-2.0214327378198504e-05],['Neutral'],['Neutral'],-0.0031913030761643,-2.0214327378198504e-05
5cad652f,https://chat.openai.com/share/d2884fc8-d9b2-4ec0-8df5-05c6bfbede85,Troubleshooting,GPT-3.5,1459,5543,Java,"[-0.0005267466258374043, -0.0007686113167437725, -0.0003604285739129409, -0.00046566656237700954, -0.0007686351746087894, -0.0011968553517363034, -0.000309387018205598, -0.0003794012518483214, -0.0005554208109970205]","[-0.0012540059033199213, -0.0010825690333149396, -0.0010555391854722984, -0.0011992772051598877, -0.0012548528175102547, -0.0017793941442505457, -0.0015934166804072447, -0.001129315365687944, -0.0022087713368819095]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0005669405581871,-0.0015011395632447
5a864538,https://chat.openai.com/share/983ee922-f556-429a-af47-a5054601e902,Synthesis,GPT-4,103,1123,JavaScript,"[-0.00036859072861261666, -1.7609112546779215e-05]","[-0.0002507541503291577, -0.00017103400023188442]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001346029845687,-0.0001976073835976
5a6d9587,https://chat.openai.com/share/e55775ca-0e64-42c2-ac35-1b11fcecc55b,Troubleshooting,GPT-3.5,226,586,Java,"[-0.0026828653208212927, -0.00012522282486315817, -4.4419670302886516e-05]","[-0.0002853656842489727, 7.261522114276886e-05, -8.400436490774155e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0007242318715725,-9.518979823042172e-05
597fe687,https://chat.openai.com/share/2af9d1c2-c10d-4079-a589-cd196f3775f5,Ideation,GPT-3.5,158,541,Java,[-0.00018640233611222357],[0.00010036153980763629],['Neutral'],['Neutral'],-0.0001864023361122,0.0001003615398076
5919aabd,https://chat.openai.com/share/19cc37a0-750f-451a-95cf-acad27efb7b6,Refractoring,GPT-4,2371,1448,Python,"[-0.00033081339643104, -0.0002812040038406849]","[-4.950023867422715e-05, -9.751323523232713e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0002977404680374,-8.15089030462938e-05
58cc821c,https://chat.openai.com/share/41d07169-97e1-41d0-b5d5-e88ca06438a2,Synthesis,GPT-4,648,1511,C#,"[-0.0010628570089465939, -7.8112498158589e-06, -0.0002968803673866205, 0.0018228883855044842, 0.08122301055118442]","[-5.024552228860557e-05, -8.453590999124572e-05, 0.0013603652550955303, 0.001531585046905093, 0.9996142191812396]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']",0.0272247223366759,0.333728353285955
58a47714,https://chat.openai.com/share/4cab6288-afd1-4bec-9aa5-da4232dfe0da,Other,GPT-4,39,770,C++,[-0.0018339547968935221],[-0.001153014694864396],['Neutral'],['Neutral'],-0.0018339547968935,-0.0011530146948643
589bf002,https://chat.openai.com/share/a8420709-50ba-4531-a08d-592cd16e587a,Validation,GPT-3.5,2051,3998,C++,"[-0.0007303819293156266, -0.0004246787357260473, -0.0011910215253010392, -0.0005463833222165704, -0.0003878410134348087, -8.679841994307935e-05]","[-0.00040055442514130846, -0.00042222445335937664, -0.0002923735955846496, -0.00036599156737793237, -0.0003314735149615444, -0.000696917311870493]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0004749996695498,-0.0004564406119792
575b0a25,https://chat.openai.com/share/30ab0b7e-d72c-444f-a228-620b132e9500,Validation,GPT-4-CODE-INTERPRETER,2039,2951,Python,"[-0.00025555888714734465, -0.00024435004161205143, -3.269033186370507e-05, -0.0005236594370217063, -3.349034523125738e-05]","[-0.00012714263721136376, 0.0009051994566107169, 0.0034769604899338447, -0.0002491167397238314, -0.00010549160651862621]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0002069893295957,0.0004888699338972
55cb7541,https://chat.openai.com/share/7e908369-7cc3-413b-9f31-05b95de8da86,Troubleshooting,GPT-4-CODE-INTERPRETER,5897,3883,Python,"[-0.0003109039389528334, -0.0001327683567069471, -0.0001098034845199436, -3.46311935572885e-05, -2.221421163994819e-05, -2.0397033949848264e-05, -0.00019957935728598386, -0.00015753763000248, -0.00017653451504884288, 0.008951215073466301]","[-0.0001578025912749581, -3.230338916182518e-05, -0.00010372218093834817, -6.271745223784819e-05, -0.00015809916658326983, -1.1104420991614461e-05, -0.0001668371696723625, -0.00012782050180248916, -3.428815398365259e-05, 0.9997376209576032]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']",0.0014963210082227,0.1816866034985974
55c25aa5,https://chat.openai.com/share/cabf8952-4248-4fbf-b921-27f365d0b695,Troubleshooting,GPT-3.5,2127,3488,Java,"[-0.0004304449903429486, -0.00024924556782934815, -0.0004304449903429486, -0.0005434634003904648, -0.001640391299588373, -0.0007627295599377248, -0.0013229139040049631, -0.0006881577101012226, -0.000470801634946838]","[-3.596715396270156e-05, -0.0017990167980315164, -0.0021075752010801807, -0.0008463712147204205, -0.0020835266477661207, -0.002466383099090308, -0.0018177179008489475, -0.0007896201423136517, -0.0011673931221594103]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.000726937836848,-0.0012631818141027
5568a9a7,https://chat.openai.com/share/24346e46-0496-4bac-ab6d-cf8695bc5710,Refractoring,GPT-3.5,673,801,C#,[-0.0002348756170249544],[0.4170368982158834],['Neutral'],['Neutral'],-0.0002348756170249,0.4170368982158834
54a48452,https://chat.openai.com/share/ecaa6715-473e-49df-883b-4b8e4306d477,Synthesis,GPT-3.5,2102,6215,C++,"[-0.00030416942172450945, -0.0003192422373103909, -0.00031518470495939255, -0.000162390002515167, -0.00012196828902233392, -0.0002164550096495077, -0.0006886202609166503]","[-0.00041584974678698927, -0.0003157040700898506, -0.0003309133171569556, -0.0003980601322837174, -0.0003989390897913836, -0.00040185612306231633, -0.00029845911922166124]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0003450258854158,-0.0003669641119774
5373c7aa,https://chat.openai.com/share/24f920e5-58b9-4c80-8d78-b5ba9c17c402,Troubleshooting,GPT-4,688,3054,TypeScript,"[-0.005207529182371218, -0.769196878085495, -0.12005427037365735, 0.12319755554199219, -0.11758492975786794, -0.06514079040789511, 0.9959372150478885, -0.2255321957054548]","[-0.0001852020141086541, -0.0001393412603647448, -0.00039450811163987964, -0.00029544803692260757, -0.00040919583989307284, -0.0002457380760461092, 0.999598577604047, -0.00021154248679522425]","['Neutral', 'Negative', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral']",0.0646556869803085,0.1725595731229301
53604bba,https://chat.openai.com/share/1333236b-d424-4713-937d-db86fc262652,Synthesis,GPT-3.5,1546,5790,Java,"[-0.001487339184677694, -0.00016158026119228452, -0.0008442978141829371, -0.0003699167136801407, -0.0005798857746412978, -0.001447061076760292, -0.00039406811265507713, -0.00039406811265507713, -0.0015512772661168128, -0.00033518947020638734, -0.00015708644787082449, -0.00029768903186777607]","[-0.002681680489331484, -0.0027684240631060675, -0.0016497978067491204, -0.0010354406986152753, -0.0017773617146303877, -0.0008782771474216133, -0.0029891104495618492, -0.0018383092537987977, -0.0009626114187994972, -0.0010053648729808629, -0.0009962790136341937, -0.0013457878376357257]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0006998420113648,-0.0016215104908681
533762f0,https://chat.openai.com/share/b062955d-3601-4051-b6d9-80cef9228233,Synthesis,GPT-4-CODE-INTERPRETER,188,689,Python,"[-2.965978637803346e-05, 0.00010201426630374044, -4.909326526103541e-05]","[3.91407374991104e-05, -0.00010539103095652536, -0.00010539103095652536]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-6.458012649090961e-06,-6.925808884261642e-05
53167c5a,https://chat.openai.com/share/4b3feffc-438c-492f-80ef-a26a7b026550,Troubleshooting,GPT-4,3690,665,C++,[-0.00015277107013389468],[-0.00013248295726953074],['Neutral'],['Neutral'],-0.0001527710701338,-0.0001324829572695
51740c20,https://chat.openai.com/share/4d07bfe3-72fa-40ff-b476-d26d33cdacee,Ideation,GPT-3.5,359,575,C++,[-0.00020270356617402285],[1.0686882887966931e-05],['Neutral'],['Neutral'],-0.000202703566174,1.0686882887966933e-05
4fb6139e,https://chat.openai.com/share/e4dfc48b-7b4a-4dc4-881c-93505d5d52d6,Troubleshooting,GPT-3.5,395,550,TypeScript,"[-0.00034899849561043084, -1.850192347774282e-05]","[-0.00011800409993156791, -5.8077668654732406e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001286674475219,-7.805314574701092e-05
4e80b368,https://chat.openai.com/share/4a9bc421-35fb-4452-bf93-c8fea1e3c473,Ideation,GPT-4-BROWSING,343,887,TypeScript,[-0.0006200213392730802],[-0.0010137415010831319],['Neutral'],['Neutral'],-0.000620021339273,-0.0010137415010831
4e4acbd5,https://chat.openai.com/share/661e5630-4f70-4c60-8c2c-bfbc9f622f0c,Refractoring,GPT-3.5,282,279,Python,[-0.00013306022447068244],[-1.9951272406615317e-05],['Neutral'],['Neutral'],-0.0001330602244706,-1.995127240661532e-05
4e25c758,https://chat.openai.com/share/c0f63626-5023-44f7-9994-1d9e47f12097,Understanding,GPT-4,190,797,JavaScript,"[-3.382214345037937e-06, 0.2348031527362764]","[-6.761858821846545e-05, -9.603010403225198e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",0.1565343077527359,-8.65595987609898e-05
4dac1716,https://chat.openai.com/share/7bbcfe4e-a568-430a-8eaf-dae87d0d6c9c,Troubleshooting,GPT-4,341,1389,Python,"[-0.0007263166007760447, 6.0316233430057764e-05, 2.6788984541781247e-06]","[-8.811169391265139e-05, -5.734679143643007e-05, -2.204415068263188e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0001651606426094,-4.7386696678586304e-05
4bf6a3c1,https://chat.openai.com/share/6a5bd9ed-f67f-4c32-a5d7-96e06de1255d,Troubleshooting,GPT-4-CODE-INTERPRETER,359,877,Python,"[-0.00012237632472533733, 0.00013098916679155082, -0.00036398073279997334]","[-8.7472923041787e-05, -8.7472923041787e-05, -9.190937271341681e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0001798371558834,-8.96911478776019e-05
4a2cb07a,https://chat.openai.com/share/98c58466-239e-4868-ba56-b72919f58a65,Understanding,GPT-3.5,720,716,Java,[-0.00032921595993684605],[-0.001266130362637341],['Neutral'],['Neutral'],-0.0003292159599368,-0.0012661303626373
49ec00ab,https://chat.openai.com/share/08d26134-5bf0-4a50-a465-87edb9677829,Understanding,GPT-4-CODE-INTERPRETER,1073,4979,TypeScript,"[-0.00014594719687011093, -3.362352435942739e-05, -0.00017734903667587787, -0.00024493117962265387, -0.0001393865022691898, -0.0003117948508588597, -4.828300734516233e-05, 9.925295307766646e-05, -0.006044588109944016, 0.0001022827418637462, 0.999714629680966, -4.266762698534876e-05, 5.582805897574872e-05]","[-2.1503205061890185e-05, -1.790178066585213e-05, 6.239620415726677e-05, 0.9996805051196134, 0.03884765885595698, 0.019952545582782477, 0.9935568288638024, 0.9994175128958886, 0.9672081171156606, 0.00019699351832969114, 0.3607785240455996, 0.000816064202808775, 0.9931124156501028]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive', 'Positive', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Positive']",0.1044170536128556,0.4150319712029428
49e80d00,https://chat.openai.com/share/6f30f7a9-18d6-4b68-9d20-3f557fb5d7dd,Understanding,GPT-4-GIZMO,76,2417,C#,"[-6.226098048500717e-05, -1.9209612219128758e-05, -0.00014834739704383537, -1.2283657270018011e-05, -4.8423731641378254e-05]","[-1.0733798262663186e-05, -0.0004143784535699524, 0.0001655904488870874, -0.0001852139030233957, -0.0001852139030233957]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-5.504404858292231e-05,-0.0001214112179033
49898df5,https://chat.openai.com/share/2736160d-2f1c-4663-b7e7-758d6a922a2c,Understanding,GPT-3.5,16,550,JavaScript,[-4.198652459308505e-05],[-5.0642440328374505e-05],['Neutral'],['Neutral'],-4.198652459308505e-05,-5.0642440328374505e-05
48c44f98,https://chat.openai.com/share/5c8783dc-19ed-4b6a-906a-536bcd7089ec,Synthesis,GPT-4-GIZMO,1271,724,C#,[-0.00018070458463625982],[-7.445606024703011e-05],['Neutral'],['Neutral'],-0.0001807045846362,-7.445606024703011e-05
45e054cd,https://chat.openai.com/share/3a0a24aa-02c7-4d32-90ae-5bb2ed1ba485,Refractoring,GPT-3.5,147,316,Python,[-0.002631438426760724],[0.0002541562935221009],['Neutral'],['Neutral'],-0.0026314384267607,0.0002541562935221
448bb23d,https://chat.openai.com/share/af60cb29-1d38-4feb-a95d-23af5fa12809,Synthesis,GPT-4,106,1205,C++,"[-0.0014984424124122597, 0.00011058164818678051]","[-0.0001589256280567497, -0.00017007532733259723]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0004257597053462,-0.0001663587609073
4014dce0,https://chat.openai.com/share/5f16a0a8-93ed-4455-9cd1-13531af2fe8f,Ideation,GPT-4,727,1970,JavaScript,"[3.4516466257628053e-05, -0.00017636045959079638, -0.00052134179713903]","[-3.978439781349152e-05, -0.0001404440336045809, -5.233289994066581e-05]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0002961318969028,-7.122355782485101e-05
3fbf2f8c,https://chat.openai.com/share/358250b2-5fd1-49d7-b4a5-0ae57f2581ff,Validation,GPT-3.5,81,393,Python,"[-3.874782851198688e-05, -2.553669037297368e-05]","[2.5817273126449436e-05, 0.0009254086762666702]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-2.9940403085978083e-05,0.0006255448752199
3f2bfaaf,https://chat.openai.com/share/326e557e-8727-4617-95af-0eb05f7c3396,Refractoring,GPT-3.5,334,496,Python,[-0.0006896100749145262],[0.0003774266951950267],['Neutral'],['Neutral'],-0.0006896100749145,0.000377426695195
3e2ad701,https://chat.openai.com/share/ae2a3c76-7385-4fa1-b1a2-2f0b4676449e,Ideation,GPT-4,162,1269,Python,"[0.9494810781470733, 0.9756311046512565, -0.00017990128981182352, 8.592406811658293e-05, 0.0001047795158228837, -6.484452751465142e-05]","[0.999620221555233, 0.999661297959392, 0.012536506503238343, 8.498651732224971e-05, -3.9128834032453597e-05, 0.0029023189781582914]","['Positive', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Positive', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.2490992412120864,0.2623513799006267
3cf5e680,https://chat.openai.com/share/f334007f-91a4-4796-9b4e-1d314bf1954a,Refractoring,GPT-4,253,1377,JavaScript,"[-0.00027308877906762064, -8.081534178927541e-05, -0.020802397979423404]","[-9.779423999134451e-05, 0.003134208091069013, -0.000143692537676543]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0104896750199259,0.0006872571939311
3cdf140d,https://chat.openai.com/share/b85618ff-b1c3-4c28-b36f-44d35556216c,Ideation,GPT-4,18,305,TypeScript,[-9.162790229311213e-05],[-0.00013212367775849998],['Neutral'],['Neutral'],-9.162790229311212e-05,-0.0001321236777584
3cd08794,https://chat.openai.com/share/ff98e66f-5207-4475-9f8f-71d233a00cc2,Troubleshooting,GPT-3.5,5137,402,TypeScript,[-0.000528400134498952],[-0.00018022945005213842],['Neutral'],['Neutral'],-0.0005284001344989,-0.0001802294500521
3cccfb78,https://chat.openai.com/share/a8506849-6efd-49d5-b03c-df77de2cccba,Troubleshooting,GPT-4,1260,633,JavaScript,"[-0.00023662945022806525, -0.0037924427815596573, -0.8057660418562591, -6.930784729775041e-05]","[-0.00012358775711618364, -0.00020830932044191286, -0.026997283101081848, -0.00021956607088213786]","['Neutral', 'Neutral', 'Negative', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.1940087969062151,-0.0066238658702932
3b52bc8e,https://chat.openai.com/share/9e60d3c3-0130-4897-be30-48eb0bd0136d,Understanding,GPT-4,39,480,C++,[-0.00011566581815714017],[-0.0001238335607922636],['Neutral'],['Neutral'],-0.0001156658181571,-0.0001238335607922
39e08069,https://chat.openai.com/share/c1f74595-5538-4d6d-91ca-3c1753732be8,Synthesis,GPT-4-CODE-INTERPRETER,859,1325,TypeScript,"[-8.316410094266757e-05, 0.0003191630821675062, 0.1739571583457291, -0.00031887516524875537, 0.0002090329144266434, -8.621207962278277e-05]","[-0.00012821103155147284, -0.00012821103155147284, 0.03194439825892914, -0.00048120328938239254, 0.04991630028234795, -6.994888826739043e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.018092809036566,0.013389649612548
386db6a5,https://chat.openai.com/share/3c64624c-f8dc-4066-ba69-e86c08a75ee0,Validation,GPT-3.5,37,329,TypeScript,[-0.0001624637225177139],[0.00014811705477768555],['Neutral'],['Neutral'],-0.0001624637225177,0.0001481170547776
36a28951,https://chat.openai.com/share/352adc70-ba9e-4f3e-a40a-fd2c2d4d7770,Ideation,GPT-3.5,242,563,Python,"[-0.0002707050007302314, -0.00043620533688226715]","[0.003483197644527536, -8.27324329293333e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0003810385581649,0.0011059109262229
3649dea0,https://chat.openai.com/share/79ae18a1-dd79-476f-8b66-4fc72785ed07,Refractoring,GPT-3.5,217,264,Python,[-0.0002852410289051477],[0.00017951545305550098],['Neutral'],['Neutral'],-0.0002852410289051,0.0001795154530555
35b2327b,https://chat.openai.com/share/df7d9ffc-dc50-4107-b198-338f9c2d9f31,Ideation,GPT-4,23,221,TypeScript,[-3.3941250876523554e-05],[-0.00010165628918912262],['Neutral'],['Neutral'],-3.3941250876523554e-05,-0.0001016562891891
346a7288,https://chat.openai.com/share/e4b97722-1d26-4743-9f08-0484b5f12204,Refractoring,GPT-4,2152,3092,Java,"[-0.00028075624140910804, -0.0006731702087563463, -0.0004055081808473915, -0.0005062349155195989]","[-0.001295082620345056, -0.0012159399484517053, -0.000825115610496141, -0.0012701514569926076]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0004573957878164,-0.0011609215278876
31bab1b8,https://chat.openai.com/share/58b06cfd-545f-4012-a6f0-c4cf0e27a3d3,Refractoring,GPT-3.5,92,443,Python,"[-0.00017467866564402357, -1.4979494153521955e-05, 0.9996229209573357]","[8.54544632602483e-05, 1.1488824384287e-05, 0.999711232710979]","['Neutral', 'Neutral', 'Positive']","['Neutral', 'Neutral', 'Positive']",0.4997640459387185,0.4998798521774006
315b3619,https://chat.openai.com/share/b53e39ef-0e39-4085-a31f-68d56fe7ca02,Troubleshooting,GPT-4,1529,1775,JavaScript,"[-9.467183554079384e-05, -0.0006559768589795567, -0.00016464263171656057, -0.0005084496078779921]","[-4.875355080002919e-05, -4.0012848330661654e-05, 0.10445776730193757, -0.000217365006392356]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.000357803858933,0.0249666255327756
3089fc8c,https://chat.openai.com/share/7a4cc5fb-a206-4d71-84cb-b05021403399,Ideation,GPT-3.5,14,626,Python,[-8.344560046680272e-05],[-9.911794040817767e-05],['Neutral'],['Neutral'],-8.344560046680272e-05,-9.911794040817767e-05
2e010e7a,https://chat.openai.com/share/ae8a64b5-a088-4735-b977-811312200b25,Synthesis,GPT-3.5,56,968,TypeScript,"[-0.0024860630073817447, -0.0014303582720458508]","[-0.0020949674581061117, -0.0015436708636116236]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0017822598504911,-0.0017274363951097
2b713c81,https://chat.openai.com/share/2d398b41-ced9-48ac-ba71-1089abd393fe,Synthesis,GPT-4,20,776,Python,[7.862675556680188e-05],[0.03471097254077904],['Neutral'],['Neutral'],7.862675556680188e-05,0.034710972540779
2a472c71,https://chat.openai.com/share/9e596556-c973-4792-9968-745df248cab3,Ideation,GPT-3.5,25,480,Python,[-2.3767432139720768e-05],[-8.63648165250197e-06],['Neutral'],['Neutral'],-2.3767432139720768e-05,-8.63648165250197e-06
2a040b9f,https://chat.openai.com/share/995ca6b7-6ac9-4fe8-8105-61c9039549b1,Synthesis,GPT-3.5,260,542,Python,[-0.0007131256570573896],[0.0032406553145847283],['Neutral'],['Neutral'],-0.0007131256570573,0.0032406553145847
26fe9827,https://chat.openai.com/share/e24e80bc-ca66-48ff-b0b7-683122d0d18b,Refractoring,GPT-3.5,346,1050,C++,"[-0.06834127879119478, -1.6786194464657456e-05]","[-0.00022952602739678696, 0.02659312533796765]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0227916170600413,0.0176522415495128
25ae5539,https://chat.openai.com/share/3461da01-6e49-4324-9ece-cc2be1134f04,Understanding,GPT-4,367,4322,Python,"[-0.0001750527590047568, -3.948563971789554e-05, -0.0008194810834538657, -1.0994714102707803e-05, -5.1428592996671796e-05, -3.9657315937802196e-06, 6.373638461809605e-05, -4.4374864955898374e-05, -9.403751755598933e-05, -0.00010028375254478306]","[-0.000131539796711877, -0.0002475413784850389, -0.0004034038029203657, -0.00025183602701872587, -0.0004994256960344501, -0.00020265292550902814, -0.00013935491733718663, -0.0005458469022414647, 0.0005442230176413432, -0.0001704271780909039]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0001024011631286,-0.000142535796691
2594d82c,https://chat.openai.com/share/a9e30c79-f70a-456d-8e54-2ded88bacab0,Synthesis,GPT-3.5,71,471,Python,"[5.246690852800384e-05, 0.9996225592622068]","[0.009390413571964018, 0.999711232710979]","['Neutral', 'Positive']","['Neutral', 'Positive']",0.6664325284776472,0.6696042929979739
256695a2,https://chat.openai.com/share/c2677c3d-0cd9-4c40-8690-456924591fee,Validation,GPT-3.5,671,1741,C#,"[-0.0006069349401514046, -0.03088546101935208, 2.7205096557736397e-05, -0.0002573029341874644]","[0.00011489227472338825, 4.168943996774033e-05, -0.00011429815640440211, 3.6470322811510414e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0046749962843605,1.797658228315413e-05
25357d2d,https://chat.openai.com/share/273d1ede-68f9-465f-b3b0-5feb762047bc,Ideation,GPT-4,3663,12938,TypeScript,"[-0.00019896622688975185, -0.000869770345161669, -0.000325010230881162, -0.00032963379635475576, -0.0015098890944500454, -0.00025028345407918096, -0.001158844941528514, -7.227330934256315e-05, -0.0010677276004571468, -0.0007502387743443251, -0.0002885313078877516, -0.000356676806404721, -0.00011952884960919619, -0.0008302477945107967, -0.00046744494466111064, -0.00023019100626697764, -0.0003877081035170704, -0.0006169277112348936]","[-0.00041483349195914343, -0.00042935383680742234, -0.0003296572103863582, -0.0006799131515435874, -0.0009973627311410382, -0.0008499580872012302, -0.0007001460107858293, -0.0002814846011460759, -0.0002814846011460759, -0.0011434703774284571, -0.00044120936217950657, -0.000857548089697957, -0.0004754712063004263, -0.00038199945993255824, -0.0002143522578990087, -0.0002004970119742211, -0.000317058882501442, -0.0005562920632655732]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0004682686869234,-0.0004754776876692
242925de,https://chat.openai.com/share/27df000c-106f-4e10-b27c-fdf04a3910b3,Synthesis,GPT-3.5,1544,711,TypeScript,"[0.001718729268759489, -0.9990805631678086, -0.0002706809900701046, 2.277795283589512e-05]","[0.06984694598941132, -7.714624371146783e-05, 0.00014867104619042948, 0.00018130407261196524]","['Neutral', 'Negative', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.1435522078305948,0.0151840339547488
